298616,786413,411852,570854,3035,69242,147900,22214,277468,298598,42853,409394,570856,806227,298634,39106,569641,371669,166898,570854,511537,219821,47776,298594,478868,102923,299934,478875,355892,166898,242238,371598,298605,22214,298644,298604,478868,252847,298596,298626,797399,298600,107662,317150,298638,242238,298621,69197,70832,298598,22842,470493,298600,33594,298594,818232,774573,298595,508318,459912,478868,199914,249311,429169,160829,298595,451068,72449,298598,167200,594132,802438,70833,594150,594136,252847,299934,413742,107662,553817,797399,511537,594136,594133,797399,298626,42853,298605,70761,361694,511537,298629,478868,569641,298592,160829,298595,41882,594148,470493
auto	0.0,0.0,0.0,0.0,0.509117364883,0.427885651588,0.715889811516,0.496796250343,0.0,0.836652755737,0.446434468031,0.428378194571,0.0,0.0,0.485208272934,0.497176468372,0.0,0.0,0.475504606962,0.0,0.0,0.399584829807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.313943326473,0.0,0.0,0.0,0.427078455687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.394858747721,0.0,0.463678508997,0.0,0.0,0.542220771313,0.59666711092,0.43480822444,0.0,0.0,0.0,0.0,0.0,0.71914690733,0.0,0.0,0.0,0.0,0.0,0.0,0.56009298563,0.411998152733,0.0,0.717316746712,0.448886930943,0.392583101988,0.441319823265,0.0,0.56025159359,0.422067314386,0.0,0.0,0.0,0.481317907572,0.0,0.0,0.0,0.672958612442,0.450926214457,0.0,0.0,0.0,0.0,0.0,0.0,0.441814243793,0.618386089802,0.0,0.0,0.394725441933,0.0,0.0,0.0,0.0,0.432751506567,0.410242140293,0.0,0.0,0.462083339691,0.425640285015,0.0,0.440665572882,0.0,0.0,0.0,0.396009743214,0.677672445774,0.417110204697,0.0,0.0,0.999445438385,0.0,0.0,0.412804841995,0.453690588474,0.472783505917,0.0,0.648465335369,0.415252029896,0.0,0.0,0.0,0.40136513114,0.458484619856,0.0,0.0,0.0,0.0,0.409371882677,0.52269244194,0.0,0.0
textrank	0.0,0.0,0.442969948053,0.0,0.452252328396,0.40696182847,0.59749096632,0.460565596819,0.0,0.809412896633,0.426177352667,0.408850282431,0.0,0.0,0.47802567482,0.454128652811,0.436827033758,0.0,0.453859806061,0.0,0.0,0.380117356777,0.0,0.0,0.0,0.0,0.0,0.59540694952,0.0,0.590338468552,0.0,0.0,0.482457250357,0.406291216612,0.0,0.512547969818,0.72508430481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.448640048504,0.0,0.0,0.0,0.0,0.0,0.382184267044,0.0,0.384620279074,0.0,0.0,0.524580180645,0.57656866312,0.402418971062,0.467701405287,0.0,0.0,0.638820707798,0.0,0.705837190151,0.0,0.574443995953,0.0,0.371307492256,0.0,0.407841771841,0.0,0.391671419144,0.0,0.703909218311,0.0,0.377746462822,0.396023184061,0.0,0.540698707104,0.385841846466,0.677687048912,0.561028778553,0.0,0.465596973896,0.419156551361,0.576251327991,0.0,0.661393940449,0.432506233454,0.434933781624,0.496428966522,0.625761389732,0.442024469376,0.0,0.0,0.461853206158,0.59749096632,0.449782282114,0.0,0.366491913795,0.438033461571,0.0,0.594910800457,0.0,0.409279346466,0.370846420527,0.434183776379,0.0,0.44236266613,0.367738187313,0.638329088688,0.417767345905,0.367372304201,0.421499788761,0.0,0.377734184265,0.560829341412,0.361436843872,0.476084262133,0.633101344109,0.999381542206,0.458110719919,0.509432673454,0.390996724367,0.436630606651,0.428147166967,0.0,0.0,0.395210236311,0.0,0.0,0.0,0.413590222597,0.450077921152,0.606303334236,0.532368302345,0.558590769768,0.0,0.354476392269,0.501339256763,0.0,0.548546731472
kea	0.0,0.0,0.440799474716,0.0,0.446298897266,0.37619882822,0.612021625042,0.46714875102,0.0,0.814067602158,0.429324060678,0.414437681437,0.0,0.0,0.474692463875,0.460997462273,0.441713064909,0.0,0.449882388115,0.0,0.0,0.380954235792,0.0,0.0,0.0,0.0,0.0,0.59034460783,0.0,0.55365228653,0.0,0.0,0.496125936508,0.408605307341,0.0,0.506019175053,0.712169587612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.367908149958,0.0,0.447516053915,0.0,0.0,0.506708979607,0.578095018864,0.416140735149,0.470112085342,0.0,0.0,0.642029225826,0.0,0.699416518211,0.0,0.519746422768,0.0,0.375102251768,0.0,0.445888519287,0.0,0.38032028079,0.0,0.697567760944,0.0,0.376248061657,0.425759136677,0.0,0.539226591587,0.391567796469,0.680894076824,0.568578481674,0.0,0.473725378513,0.421529710293,0.451322644949,0.0,0.662509024143,0.425293415785,0.43983566761,0.533653616905,0.62255614996,0.443588882685,0.0,0.0,0.457320928574,0.579529106617,0.0,0.0,0.38949277997,0.444815456867,0.0,0.597393810749,0.0,0.415386229753,0.376192986965,0.449389696121,0.0,0.460220903158,0.0,0.640821099281,0.420125037432,0.36992007494,0.0,0.0,0.381486803293,0.0,0.0,0.477601021528,0.635463416576,0.999390542507,0.4726960361,0.538211107254,0.0,0.437592953444,0.452067345381,0.0,0.0,0.0,0.0,0.0,0.0,0.416362553835,0.477717369795,0.557430028915,0.519621312618,0.551904976368,0.0,0.396556079388,0.50400018692,0.0,0.544700503349
rake	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spacy_np	0.0,0.0,0.403513252735,0.0,0.420782983303,0.0,0.599029183388,0.451960653067,0.0,0.756945073605,0.51570379734,0.396738380194,0.0,0.0,0.543040454388,0.42275083065,0.456695646048,0.0,0.437454164028,0.0,0.0,0.327457040548,0.0,0.0,0.0,0.0,0.0,0.608685076237,0.0,0.541620671749,0.0,0.0,0.483639359474,0.381432205439,0.0,0.551853179932,0.726936817169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33111089468,0.0,0.434355139732,0.0,0.0,0.501173496246,0.555564105511,0.37564638257,0.386595457792,0.0,0.0,0.633974850178,0.0,0.551309168339,0.0,0.60238301754,0.0,0.434746384621,0.0,0.430757582188,0.0,0.361801236868,0.0,0.594904482365,0.0,0.33441862464,0.374622136354,0.0,0.416882932186,0.410487353802,0.655901432037,0.581646859646,0.0,0.410350650549,0.468405842781,0.57249712944,0.0,0.635810792446,0.360006332397,0.467457145452,0.538087844849,0.619191646576,0.0,0.0,0.0,0.389723956585,0.585500121117,0.441899269819,0.0,0.370302915573,0.409193068743,0.0,0.587083220482,0.0,0.0,0.323450863361,0.450863093138,0.0,0.436829924583,0.30608600378,0.554587125778,0.385390758514,0.0,0.0,0.0,0.366210728884,0.555161893368,0.35926681757,0.513151884079,0.551309168339,0.999410390854,0.468690663576,0.523752987385,0.337754905224,0.521348059177,0.404996454716,0.0,0.0,0.394512057304,0.0,0.0,0.0,0.383203476667,0.429809898138,0.673327863216,0.483522742987,0.590906560421,0.0,0.33347132802,0.0,0.0,0.563254117966
StructMineDataPipeline	0.0,0.0,0.477727174759,0.0,0.445585459471,0.416470199823,0.594480514526,0.459388852119,0.0,0.801114320755,0.391702771187,0.403562813997,0.436115056276,0.0,0.540609359741,0.456862390041,0.469386875629,0.0,0.442409843206,0.0,0.0,0.342598259449,0.0,0.0,0.0,0.0,0.0,0.60444188118,0.0,0.278438329697,0.0,0.0,0.490756511688,0.362103849649,0.0,0.557023644447,0.720745623112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.365264713764,0.0,0.438884049654,0.0,0.0,0.507634818554,0.568174362183,0.3950496912,0.406865090132,0.0,0.0,0.629333496094,0.0,0.600774526596,0.0,0.605027973652,0.0,0.43369191885,0.0,0.433080464602,0.0,0.359646230936,0.0,0.599630177021,0.0,0.355528205633,0.364034742117,0.0,0.509880125523,0.41406172514,0.642994999886,0.541116535664,0.0,0.402399331331,0.475517183542,0.570884466171,0.0,0.628990113735,0.383807986975,0.469191730022,0.536602079868,0.61414116621,0.0,0.0,0.0,0.398987948895,0.568761467934,0.444147884846,0.0,0.370208591223,0.473053604364,0.0,0.582954466343,0.0,0.0,0.343706697226,0.453988820314,0.0,0.438635021448,0.349249720573,0.568761467934,0.388897299767,0.0,0.0,0.0,0.380090683699,0.55266225338,0.373837441206,0.511577904224,0.565195441246,0.999405443668,0.464161545038,0.537774920464,0.343357115984,0.519757807255,0.423458456993,0.0,0.0,0.404766827822,0.0,0.0,0.0,0.382144540548,0.432427018881,0.68336224556,0.534396469593,0.612833976746,0.0,0.348983347416,0.501923561096,0.0,0.577245175838
econ	0.0,0.66041302681,0.60930365324,0.657685935497,0.0,0.441020101309,0.613866329193,0.45368295908,0.596573412418,0.826870679855,0.498441934586,0.383928030729,0.491624027491,0.0,0.0,0.0,0.555270075798,0.478632777929,0.44332909584,0.581226468086,0.545820236206,0.345636427402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.536862790585,0.0,0.0,0.470137089491,0.386151254177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.663248121738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.436769425869,0.0,0.0,0.498778343201,0.0,0.403506278992,0.428978919983,0.569439411163,0.0,0.0,0.719835102558,0.0,0.610071778297,0.0,0.571383833885,0.486519932747,0.0,0.430673658848,0.603107571602,0.414798349142,0.60250890255,0.0,0.381793260574,0.0,0.416968941689,0.565967679024,0.0,0.516499340534,0.0,0.646060883999,0.54847830534,0.461556255817,0.465018719435,0.0,0.525702178478,0.0,0.380367606878,0.0,0.576932787895,0.0,0.0,0.621485412121,0.605875015259,0.0,0.505532503128,0.0,0.540287733078,0.382062613964,0.541413128376,0.52849406004,0.0,0.470434844494,0.445809006691,0.366222918034,0.413747668266,0.0,0.426127076149,0.404955923557,0.0,0.414274901152,0.522217929363,0.472021579742,0.481182724237,0.374786615372,0.545481622219,0.359097212553,0.635879635811,0.0,1.0,0.512249171734,0.0,0.350849956274,0.663610756397,0.0,0.553335726261,0.671180665493,0.385681658983,0.0,0.0,0.49064797163,0.0,0.429571956396,0.0,0.0,0.0,0.476298213005,0.408853650093,0.573679983616,1.0,0.550322055817
econ	0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1
